Rule 9:
If parent ?b, then predecessor ?b.
Maximilian I Holy Roman Emperor, Maximilian I Holy Roman Emperor has parent Eleanor of Portugal Holy Roman Empress The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Napoleon III, Napoleon III has parent Louis Bonaparte The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of Portugal has predecessor Afonso V of Portugal, John II of Portugal has parent Afonso V of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ramon Berenguer IV Count of Provence, Ramon Berenguer IV Count of Provence has parent Garsenda Countess of Forcalquier The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rozala of Italy, Rozala of Italy has parent Willa of Tuscany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matthias I Duke of Lorraine, Matthias I Duke of Lorraine has parent Adelaide of Leuven The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Welf I Duke of Bavaria, Welf I Duke of Bavaria has parent Albert Azzo II Margrave of Milan The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Richard Duke of Burgundy, Richard Duke of Burgundy has parent Bivin of Gorze The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald II Duke of Lorraine, Theobald II Duke of Lorraine has parent Frederick III Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles VIII of France, Charles VIII of France has parent Charlotte of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatrice of Portugal died 1381, Beatrice of Portugal died 1381 has parent In s de Castro The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie de Medici, Marie de Medici has parent Joanna of Austria Grand Duchess of Tuscany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of England, Henry II of England has parent Empress Matilda The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip II of Spain has predecessor Charles V Holy Roman Emperor, Philip II of Spain has parent Charles V Holy Roman Emperor The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
John the Fearless has predecessor Philip the Bold, John the Fearless has parent Philip the Bold The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Afonso III of Portugal, Afonso III of Portugal has parent Afonso II of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Countess of Ponthieu, Marie Countess of Ponthieu has parent William IV Count of Ponthieu The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatrice Regina della Scala, Beatrice Regina della Scala has parent Mastino II della Scala The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William X Duke of Aquitaine, William X Duke of Aquitaine has parent Philippa Countess of Toulouse The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert I Count of Dreux, Robert I Count of Dreux has parent Louis VI of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis VII of France has predecessor Louis VI of France, Louis VII of France has parent Louis VI of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Taddea Visconti, Taddea Visconti has parent Bernab  Visconti The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand II of Aragon has predecessor John II of Aragon, Ferdinand II of Aragon has parent John II of Aragon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Robert III of Scotland, Robert III of Scotland has parent Elizabeth Mure The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Otto William Count of Burgundy, Otto William Count of Burgundy has parent Adalbert of Italy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ingegerd Olofsdotter of Sweden, Ingegerd Olofsdotter of Sweden has parent Estrid of the Obotrites The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
A nor de Ch tellerault, A nor de Ch tellerault has parent Dangereuse de l Isle Bouchard The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John Count of Angoul me, John Count of Angoul me has parent Louis I Duke of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan of  vreux, Joan of  vreux has parent Louis Count of  vreux The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rozala of Italy, Rozala of Italy has parent Berengar II of Italy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Clementia of Hungary, Clementia of Hungary has parent Clemence of Austria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fulk King of Jerusalem, Fulk King of Jerusalem has parent Bertrade of Montfort The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh IV Duke of Burgundy has predecessor Odo III Duke of Burgundy, Hugh IV Duke of Burgundy has parent Odo III Duke of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ernest I Duke of Brunswic L neburg, Ernest I Duke of Brunswic L neburg has parent Henry the Middle Duke of Brunswic L neburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ramon Berenguer III Count of Barcelona, Ramon Berenguer III Count of Barcelona has parent Ramon Berenguer II Count of Barcelona The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Aquitaine, Eleanor of Aquitaine has parent William X Duke of Aquitaine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo II Duke of Burgundy has predecessor Hugh II Duke of Burgundy, Odo II Duke of Burgundy has parent Hugh II Duke of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Margaret of Bourbon 1438 1483, Margaret of Bourbon 1438 1483 has parent Charles I Duke of Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella of Bourbon, Isabella of Bourbon has parent Charles I Duke of Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Bavaria, Margaret of Bavaria has parent Margaret of Brieg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elizabeth of Austria 1436 1505, Elizabeth of Austria 1436 1505 has parent Albert II of Germany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Countess Palatine Caroline of Zweibr cken, Countess Palatine Caroline of Zweibr cken has parent Christian III Count Palatine of Zweibr cken The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Nicholas Francis Duke of Lorraine, Nicholas Francis Duke of Lorraine has parent Christina of Salm The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermengarde of Hesbaye, Ermengarde of Hesbaye has parent Ingerman Count of Hesbaye The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charlotte of Mecklenburg Strelitz, Charlotte of Mecklenburg Strelitz has parent Duke Charles Louis Frederick of Mecklenburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Simon I de Montfort, Simon I de Montfort has parent Amaury I de Montfort The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John VIII Count of Vend me has predecessor Louis Count of Vend me, John VIII Count of Vend me has parent Louis Count of Vend me The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis XI, Louis XI has parent Charles VII of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William the Younger Duke of Brunswic L neburg has predecessor Ernest I Duke of Brunswic L neburg, William the Younger Duke of Brunswic L neburg has parent Ernest I Duke of Brunswic L neburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Margaret of Brabant, Margaret of Brabant has parent Margaret of Flanders Duchess of Brabant The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Princess Marie Isabelle of Orl ans, Princess Marie Isabelle of Orl ans has parent Antoine Duke of Montpensier The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Stephen Count of Blois, Stephen Count of Blois has parent Theobald III Count of Blois The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Wilhelmine Amalie of Brunswick, Wilhelmine Amalie of Brunswick has parent John Frederick Duke of Brunswic Calenberg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Burgundy Queen of France, Margaret of Burgundy Queen of France has parent Agnes of France Duchess of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan the Lame, Joan the Lame has parent Agnes of France Duchess of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus II of Sardinia, Victor Amadeus II of Sardinia has parent Charles Emmanuel II Duke of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IX Duke of Bavaria, Henry IX Duke of Bavaria has parent Judith of Flanders died 1095 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry Stuart Lord Darnley, Henry Stuart Lord Darnley has parent Matthew Stewart 4th Earl of Lennox The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maximilian I Holy Roman Emperor has predecessor Frederick III Holy Roman Emperor, Maximilian I Holy Roman Emperor has parent Frederick III Holy Roman Emperor The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Magnus II Duke of Brunswic L neburg, Magnus II Duke of Brunswic L neburg has parent Sophia of Brandenburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XII has predecessor Charles Duke of Orl ans, Louis XII has parent Charles Duke of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Francis II Holy Roman Emperor, Francis II Holy Roman Emperor has parent Leopold II Holy Roman Emperor The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Vladimir the Great has predecessor Sviatoslav I, Vladimir the Great has parent Sviatoslav I The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Isabella of Valois Duchess of Bourbon, Isabella of Valois Duchess of Bourbon has parent Mahaut of Ch tillon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I of France has predecessor Louis X of France, John I of France has parent Louis X of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Joan II of Navarre, Joan II of Navarre has parent Louis X of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfred the Great, Alfred the Great has parent  thelwulf King of Wessex The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles VII of France, Charles VII of France has parent Isabeau of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of Merania, Agnes of Merania has parent Berthold Duke of Merania The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Duke of Lorraine, Frederick II Duke of Lorraine has parent Wierzchoslawa Ludmilla of Greater Poland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Napoleon II has predecessor Napoleon, Napoleon II has parent Napoleon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Lorenzo de Medici Duke of Urbino, Lorenzo de Medici Duke of Urbino has parent Piero the Unfortunate The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria of Aragon Queen of Portugal, Maria of Aragon Queen of Portugal has parent Isabella I of Castile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elisabeth of Nuremberg, Elisabeth of Nuremberg has parent Elisabeth of Meissen The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Godfrey III Count of Louvain, Godfrey III Count of Louvain has parent Godfrey II Count of Louvain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ernest Duke of Austria, Ernest Duke of Austria has parent Viridis Visconti The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary Queen of Scots has predecessor James V of Scotland, Mary Queen of Scots has parent James V of Scotland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Philip the Good has predecessor John the Fearless, Philip the Good has parent John the Fearless The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Mary of Burgundy Duchess of Cleves, Mary of Burgundy Duchess of Cleves has parent John the Fearless The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick III Holy Roman Emperor has predecessor Ernest Duke of Austria, Frederick III Holy Roman Emperor has parent Ernest Duke of Austria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Charles Duke of Orl ans, Charles Duke of Orl ans has parent Valentina Visconti Duchess of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo of France, Odo of France has parent Robert the Strong The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfonso VIII of Castile has predecessor Sancho III of Castile, Alfonso VIII of Castile has parent Sancho III of Castile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ramon Berenguer I Count of Barcelona has predecessor Berenguer Ramon I Count of Barcelona, Ramon Berenguer I Count of Barcelona has parent Berenguer Ramon I Count of Barcelona The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Sancho III of Castile, Sancho III of Castile has parent Berengaria of Barcelona The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ramon Berenguer II Count of Barcelona, Ramon Berenguer II Count of Barcelona has parent Ramon Berenguer I Count of Barcelona The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatrice of Savoy, Beatrice of Savoy has parent Margaret of Geneva The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James of Avesnes, James of Avesnes has parent Nicholas d Oisy Lord of Avesnes The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Simon I Duke of Lorraine has predecessor Theodoric II Duke of Lorraine, Simon I Duke of Lorraine has parent Theodoric II Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Eleanor of Aragon Queen of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Portugal Holy Roman Empress, Eleanor of Portugal Holy Roman Empress has parent Eleanor of Aragon Queen of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso V of Portugal, Afonso V of Portugal has parent Eleanor of Aragon Queen of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Clementia of Hungary, Clementia of Hungary has parent Charles Martel of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John VII Duke of Mecklenburg Schwerin, John VII Duke of Mecklenburg Schwerin has parent Anna Sophia of Prussia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert II Duke of Brunswic L neburg, Albert II Duke of Brunswic L neburg has parent Albert I Duke of Brunswic L neburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Benedicta Henrietta of the Palatinate, Benedicta Henrietta of the Palatinate has parent Edward Count Palatine of Simmern The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Duke Charles Louis Frederick of Mecklenburg, Duke Charles Louis Frederick of Mecklenburg has parent Adolphus Frederick II Duke of Mecklenburg Strelitz The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Emmanuel II Duke of Savoy, Charles Emmanuel II Duke of Savoy has parent Christine of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ramon Borrell Count of Barcelona, Ramon Borrell Count of Barcelona has parent Borrell II Count of Barcelona The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin II Margrave of Flanders, Baldwin II Margrave of Flanders has parent Judith of Flanders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatriz Pereira de Alvim, Beatriz Pereira de Alvim has parent Leonor de Alvim The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Catherine of Vend me, Catherine of Vend me has parent John VI of Vend me The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Ferdinand Duke of Berry, Charles Ferdinand Duke of Berry has parent Maria Theresa of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Judith of Bavaria died 843, Judith of Bavaria died 843 has parent Hedwig of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hemma, Hemma has parent Hedwig of Bavaria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine of Navarre, Antoine of Navarre has parent Charles Duke of Vend me The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Duke of Montpensier, Antoine Duke of Montpensier has parent Maria Amalia of Naples and Sicily The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand Philippe Duke of Orl ans, Ferdinand Philippe Duke of Orl ans has parent Maria Amalia of Naples and Sicily The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermengarde of Anjou Duchess of Burgundy, Ermengarde of Anjou Duchess of Burgundy has parent Fulk III Count of Anjou The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Theresa, Maria Theresa has parent Elisabeth Christine of Brunswic Wolfenb ttel The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Philippe II Duke of Orl ans, Louis Philippe II Duke of Orl ans has parent Louise Henriette de Bourbon The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eug nie de Montijo, Eug nie de Montijo has parent Count of Montijo The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald I Count of Blois, Theobald I Count of Blois has parent Richende De Bourges The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick Prince of Wales, Frederick Prince of Wales has parent George II of Great Britain The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella of Portugal, Isabella of Portugal has parent Manuel I of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bonne of Luxembourg, Bonne of Luxembourg has parent Elizabeth of Bohemia 1292 1330 The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin IV Count of Flanders, Baldwin IV Count of Flanders has parent Rozala of Italy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Piero the Unfortunate has predecessor Lorenzo de Medici, Piero the Unfortunate has parent Lorenzo de Medici The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Matthias I Duke of Lorraine has predecessor Simon I Duke of Lorraine, Matthias I Duke of Lorraine has parent Simon I Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Louis XIV The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise Marie de Bourbon, Fran oise Marie de Bourbon has parent Louis XIV The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Bertrade of Montfort, Bertrade of Montfort has parent Simon I de Montfort The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry I Count of Champagne, Henry I Count of Champagne has parent Matilda of Carinthia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip I of Castile, Philip I of Castile has parent Maximilian I Holy Roman Emperor The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Luxembourg Countess of Vend me, Marie of Luxembourg Countess of Vend me has parent Margaret of Savoy Countess of Saint Pol The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Blanche of Burgundy, Blanche of Burgundy has parent Otto IV Count of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan II Countess of Burgundy, Joan II Countess of Burgundy has parent Otto IV Count of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Count of Valois, Charles Count of Valois has parent Philip III of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip IV of France has predecessor Philip III of France, Philip IV of France has parent Philip III of France The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Adelaide of Paris, Adelaide of Paris has parent Adalard of Paris The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ernest Duke of Austria, Ernest Duke of Austria has parent Leopold III Duke of Austria The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elisabeth Farnese, Elisabeth Farnese has parent Countess Palatine Dorothea Sophie of Neuburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VII of England, Henry VII of England has parent Edmund Tudor 1st Earl of Richmond The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William X Duke of Aquitaine, William X Duke of Aquitaine has parent William IX Duke of Aquitaine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry VI Count of Luxembourg, Henry VI Count of Luxembourg has parent Margaret of Bar The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Provence, Margaret of Provence has parent Beatrice of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Provence, Eleanor of Provence has parent Beatrice of Savoy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Scotland, Matilda of Scotland has parent Saint Margaret of Scotland The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XV, Louis XV has parent Louis Duke of Burgundy The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
 thelwulf King of Wessex has predecessor Ecgberht King of Wessex,  thelwulf King of Wessex has parent Ecgberht King of Wessex The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Princess Augusta of Saxe Gotha, Princess Augusta of Saxe Gotha has parent Princess Magdalena Augusta of Anhalt Zerbst The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theodoric II Duke of Lorraine, Theodoric II Duke of Lorraine has parent Gerard Duke of Lorraine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John King of England has predecessor Eleanor of Aquitaine, John King of England has parent Eleanor of Aquitaine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Philip I of France, Philip I of France has parent Anne of Kiev The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert II Duke of Austria, Albert II Duke of Austria has parent Albert I of Germany The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermentrude of Orl ans, Ermentrude of Orl ans has parent Odo I Count of Orl ans The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Humbert II Count of Savoy, Humbert II Count of Savoy has parent Joan of Geneva The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I of Castile, John I of Castile has parent Henry II of Castile The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella of Hainault, Isabella of Hainault has parent Baldwin V Count of Hainaut The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matilda of Frisia, Matilda of Frisia has parent Liudolf Margrave of Frisia The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis IV Holy Roman Emperor, Louis IV Holy Roman Emperor has parent Matilda of Habsburg The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Lancaster, Eleanor of Lancaster has parent Maud Chaworth The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John VII Duke of Mecklenburg Schwerin, John VII Duke of Mecklenburg Schwerin has parent Schwerin The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Christine of Hesse, Christine of Hesse has parent Christine of Saxony The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jeanne de Bourbon Duchess of Bourbon, Jeanne de Bourbon Duchess of Bourbon has parent Isabelle de Beauvau The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Otto I Duke of Bavaria, Otto I Duke of Bavaria has parent Otto IV Count of Scheyern The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin IV Count of Flanders, Baldwin IV Count of Flanders has parent Arnulf II Count of Flanders The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert II of France, Robert II of France has parent Adelaide of Aquitaine The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Count of Vaud mont, Frederick II Count of Vaud mont has parent Marie Countess of Harcourt The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip V of Spain, Philip V of Spain has parent Louis Dauphin of France son of Louis XIV The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Duke of Burgundy, Louis Duke of Burgundy has parent Louis Dauphin of France son of Louis XIV The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso IV of Portugal, Afonso IV of Portugal has parent Elizabeth of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Sancho I of Portugal, Sancho I of Portugal has parent Matilda of Savoy Queen of Portugal The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jacquetta of Luxembourg, Jacquetta of Luxembourg has parent Peter I Count of Saint Pol The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Jeanne d Albret, Jeanne d Albret has parent Margaret of Valois Angoul me The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
