Rule 28:
If parent ?a, then child ?b.
Arnulf Count of Holland has child Dirk III Count of Holland, Dirk III Count of Holland has parent Arnulf Count of Holland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of England has child Arthur II Duke of Brittany, Arthur II Duke of Brittany has parent Beatrice of England The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of England has child Marie of Brittany Countess of Saint Pol, Marie of Brittany Countess of Saint Pol has parent Beatrice of England The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Theobald III Count of Champagne, Theobald I of Navarre has parent Theobald III Count of Champagne The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Cosimo I de Medici Grand Duke of Tuscany has child Francesco I de Medici Grand Duke of Tuscany, Francesco I de Medici Grand Duke of Tuscany has parent Cosimo I de Medici Grand Duke of Tuscany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ingegerd Olofsdotter of Sweden has child Anne of Kiev, Anne of Kiev has parent Ingegerd Olofsdotter of Sweden The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Salviati, Cosimo I de Medici Grand Duke of Tuscany has parent Maria Salviati The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Maurienne, Philip of France 1116 1131 has parent Adelaide of Maurienne The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Maurienne has child Louis VII of France, Louis VII of France has parent Adelaide of Maurienne The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John Count of Angoul me, Charles Count of Angoul me has parent John Count of Angoul me The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonsina Orsini, Lorenzo de Medici Duke of Urbino has parent Alfonsina Orsini The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joanna of Flanders, John IV Duke of Brittany has parent Joanna of Flanders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin II Margrave of Flanders, Arnulf I Count of Flanders has parent Baldwin II Margrave of Flanders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Bourbon 1438 1483 has child Louise of Savoy, Louise of Savoy has parent Margaret of Bourbon 1438 1483 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis XVI has child Marie Th r se of France, Marie Th r se of France has parent Louis XVI The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis XVI, Louis XVII has parent Louis XVI The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Marie Jeanne Baptiste of Savoy Nemours, Victor Amadeus II of Sardinia has parent Marie Jeanne Baptiste of Savoy Nemours The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Theresa of Spain has child Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Maria Theresa of Spain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Matilda of Bavaria Margravine of Meissen, Elisabeth of Meissen has parent Matilda of Bavaria Margravine of Meissen The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
 thelhelm,  lffl d wife of Edward the Elder has parent  thelhelm The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonso XI of Castile has child Henry II of Castile, Henry II of Castile has parent Alfonso XI of Castile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Humphrey de Bohun 7th Earl of Hereford, Mary de Bohun has parent Humphrey de Bohun 7th Earl of Hereford The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Marie of France Countess of Champagne, Theobald III Count of Champagne has parent Marie of France Countess of Champagne The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth of France 1602 1644 has child Maria Theresa of Spain, Maria Theresa of Spain has parent Elisabeth of France 1602 1644 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
George Louis I Count of Erbach Erbach, Countess Sophia Albertine of Erbach Erbach has parent George Louis I Count of Erbach Erbach The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Eleanor of Portugal Holy Roman Empress, Maximilian I Holy Roman Emperor has parent Eleanor of Portugal Holy Roman Empress The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Bonaparte has child Napoleon III, Napoleon III has parent Louis Bonaparte The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Afonso V of Portugal, John II of Portugal has parent Afonso V of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Garsenda Countess of Forcalquier, Ramon Berenguer IV Count of Provence has parent Garsenda Countess of Forcalquier The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Willa of Tuscany has child Rozala of Italy, Rozala of Italy has parent Willa of Tuscany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adelaide of Leuven, Matthias I Duke of Lorraine has parent Adelaide of Leuven The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert Azzo II Margrave of Milan, Welf I Duke of Bavaria has parent Albert Azzo II Margrave of Milan The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bivin of Gorze, Richard Duke of Burgundy has parent Bivin of Gorze The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick III Duke of Lorraine has child Theobald II Duke of Lorraine, Theobald II Duke of Lorraine has parent Frederick III Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charlotte of Savoy, Charles VIII of France has parent Charlotte of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
In s de Castro, Beatrice of Portugal died 1381 has parent In s de Castro The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joanna of Austria Grand Duchess of Tuscany, Marie de Medici has parent Joanna of Austria Grand Duchess of Tuscany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Empress Matilda has child Henry II of England, Henry II of England has parent Empress Matilda The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles V Holy Roman Emperor, Philip II of Spain has parent Charles V Holy Roman Emperor The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip the Bold, John the Fearless has parent Philip the Bold The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Afonso II of Portugal has child Afonso III of Portugal, Afonso III of Portugal has parent Afonso II of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
William IV Count of Ponthieu, Marie Countess of Ponthieu has parent William IV Count of Ponthieu The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mastino II della Scala, Beatrice Regina della Scala has parent Mastino II della Scala The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philippa Countess of Toulouse, William X Duke of Aquitaine has parent Philippa Countess of Toulouse The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis VI of France has child Robert I Count of Dreux, Robert I Count of Dreux has parent Louis VI of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis VI of France, Louis VII of France has parent Louis VI of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bernab  Visconti, Taddea Visconti has parent Bernab  Visconti The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John II of Aragon has child Ferdinand II of Aragon, Ferdinand II of Aragon has parent John II of Aragon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elizabeth Mure, Robert III of Scotland has parent Elizabeth Mure The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adalbert of Italy, Otto William Count of Burgundy has parent Adalbert of Italy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Estrid of the Obotrites, Ingegerd Olofsdotter of Sweden has parent Estrid of the Obotrites The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Dangereuse de l Isle Bouchard, A nor de Ch tellerault has parent Dangereuse de l Isle Bouchard The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis I Duke of Orl ans has child John Count of Angoul me, John Count of Angoul me has parent Louis I Duke of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis Count of  vreux has child Joan of  vreux, Joan of  vreux has parent Louis Count of  vreux The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Berengar II of Italy has child Rozala of Italy, Rozala of Italy has parent Berengar II of Italy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Clemence of Austria, Clementia of Hungary has parent Clemence of Austria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bertrade of Montfort has child Fulk King of Jerusalem, Fulk King of Jerusalem has parent Bertrade of Montfort The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Odo III Duke of Burgundy has child Hugh IV Duke of Burgundy, Hugh IV Duke of Burgundy has parent Odo III Duke of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Henry the Middle Duke of Brunswic L neburg, Ernest I Duke of Brunswic L neburg has parent Henry the Middle Duke of Brunswic L neburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ramon Berenguer II Count of Barcelona, Ramon Berenguer III Count of Barcelona has parent Ramon Berenguer II Count of Barcelona The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William X Duke of Aquitaine, Eleanor of Aquitaine has parent William X Duke of Aquitaine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh II Duke of Burgundy has child Odo II Duke of Burgundy, Odo II Duke of Burgundy has parent Hugh II Duke of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles I Duke of Bourbon, Margaret of Bourbon 1438 1483 has parent Charles I Duke of Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles I Duke of Bourbon, Isabella of Bourbon has parent Charles I Duke of Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Brieg has child Margaret of Bavaria, Margaret of Bavaria has parent Margaret of Brieg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Albert II of Germany, Elizabeth of Austria 1436 1505 has parent Albert II of Germany The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Christian III Count Palatine of Zweibr cken, Countess Palatine Caroline of Zweibr cken has parent Christian III Count Palatine of Zweibr cken The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Christina of Salm, Nicholas Francis Duke of Lorraine has parent Christina of Salm The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ingerman Count of Hesbaye, Ermengarde of Hesbaye has parent Ingerman Count of Hesbaye The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Duke Charles Louis Frederick of Mecklenburg has child Charlotte of Mecklenburg Strelitz, Charlotte of Mecklenburg Strelitz has parent Duke Charles Louis Frederick of Mecklenburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Amaury I de Montfort, Simon I de Montfort has parent Amaury I de Montfort The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Count of Vend me, John VIII Count of Vend me has parent Louis Count of Vend me The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles VII of France has child Louis XI, Louis XI has parent Charles VII of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ernest I Duke of Brunswic L neburg, William the Younger Duke of Brunswic L neburg has parent Ernest I Duke of Brunswic L neburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Flanders Duchess of Brabant, Margaret of Brabant has parent Margaret of Flanders Duchess of Brabant The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Antoine Duke of Montpensier has child Princess Marie Isabelle of Orl ans, Princess Marie Isabelle of Orl ans has parent Antoine Duke of Montpensier The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Theobald III Count of Blois, Stephen Count of Blois has parent Theobald III Count of Blois The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John Frederick Duke of Brunswic Calenberg, Wilhelmine Amalie of Brunswick has parent John Frederick Duke of Brunswic Calenberg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Agnes of France Duchess of Burgundy has child Margaret of Burgundy Queen of France, Margaret of Burgundy Queen of France has parent Agnes of France Duchess of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Agnes of France Duchess of Burgundy, Joan the Lame has parent Agnes of France Duchess of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Emmanuel II Duke of Savoy has child Victor Amadeus II of Sardinia, Victor Amadeus II of Sardinia has parent Charles Emmanuel II Duke of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Judith of Flanders died 1095, Henry IX Duke of Bavaria has parent Judith of Flanders died 1095 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matthew Stewart 4th Earl of Lennox, Henry Stuart Lord Darnley has parent Matthew Stewart 4th Earl of Lennox The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick III Holy Roman Emperor, Maximilian I Holy Roman Emperor has parent Frederick III Holy Roman Emperor The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sophia of Brandenburg, Magnus II Duke of Brunswic L neburg has parent Sophia of Brandenburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Duke of Orl ans has child Louis XII, Louis XII has parent Charles Duke of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Leopold II Holy Roman Emperor has child Francis II Holy Roman Emperor, Francis II Holy Roman Emperor has parent Leopold II Holy Roman Emperor The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Sviatoslav I has child Vladimir the Great, Vladimir the Great has parent Sviatoslav I The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Mahaut of Ch tillon, Isabella of Valois Duchess of Bourbon has parent Mahaut of Ch tillon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis X of France, John I of France has parent Louis X of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis X of France, Joan II of Navarre has parent Louis X of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
 thelwulf King of Wessex has child Alfred the Great, Alfred the Great has parent  thelwulf King of Wessex The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Isabeau of Bavaria, Charles VII of France has parent Isabeau of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berthold Duke of Merania, Agnes of Merania has parent Berthold Duke of Merania The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Wierzchoslawa Ludmilla of Greater Poland, Frederick II Duke of Lorraine has parent Wierzchoslawa Ludmilla of Greater Poland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Napoleon has child Napoleon II, Napoleon II has parent Napoleon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Piero the Unfortunate, Lorenzo de Medici Duke of Urbino has parent Piero the Unfortunate The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Isabella I of Castile has child Maria of Aragon Queen of Portugal, Maria of Aragon Queen of Portugal has parent Isabella I of Castile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elisabeth of Meissen has child Elisabeth of Nuremberg, Elisabeth of Nuremberg has parent Elisabeth of Meissen The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Godfrey II Count of Louvain, Godfrey III Count of Louvain has parent Godfrey II Count of Louvain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Viridis Visconti, Ernest Duke of Austria has parent Viridis Visconti The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
James V of Scotland has child Mary Queen of Scots, Mary Queen of Scots has parent James V of Scotland The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John the Fearless has child Philip the Good, Philip the Good has parent John the Fearless The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John the Fearless, Mary of Burgundy Duchess of Cleves has parent John the Fearless The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ernest Duke of Austria, Frederick III Holy Roman Emperor has parent Ernest Duke of Austria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Valentina Visconti Duchess of Orl ans, Charles Duke of Orl ans has parent Valentina Visconti Duchess of Orl ans The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert the Strong, Odo of France has parent Robert the Strong The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Sancho III of Castile has child Alfonso VIII of Castile, Alfonso VIII of Castile has parent Sancho III of Castile The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Berenguer Ramon I Count of Barcelona, Ramon Berenguer I Count of Barcelona has parent Berenguer Ramon I Count of Barcelona The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Berengaria of Barcelona, Sancho III of Castile has parent Berengaria of Barcelona The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ramon Berenguer I Count of Barcelona, Ramon Berenguer II Count of Barcelona has parent Ramon Berenguer I Count of Barcelona The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Geneva, Beatrice of Savoy has parent Margaret of Geneva The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Nicholas d Oisy Lord of Avesnes, James of Avesnes has parent Nicholas d Oisy Lord of Avesnes The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Theodoric II Duke of Lorraine has child Simon I Duke of Lorraine, Simon I Duke of Lorraine has parent Theodoric II Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal has child Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Eleanor of Aragon Queen of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal has child Eleanor of Portugal Holy Roman Empress, Eleanor of Portugal Holy Roman Empress has parent Eleanor of Aragon Queen of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleanor of Aragon Queen of Portugal has child Afonso V of Portugal, Afonso V of Portugal has parent Eleanor of Aragon Queen of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles Martel of Anjou, Clementia of Hungary has parent Charles Martel of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Anna Sophia of Prussia, John VII Duke of Mecklenburg Schwerin has parent Anna Sophia of Prussia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert I Duke of Brunswic L neburg, Albert II Duke of Brunswic L neburg has parent Albert I Duke of Brunswic L neburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward Count Palatine of Simmern, Benedicta Henrietta of the Palatinate has parent Edward Count Palatine of Simmern The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adolphus Frederick II Duke of Mecklenburg Strelitz has child Duke Charles Louis Frederick of Mecklenburg, Duke Charles Louis Frederick of Mecklenburg has parent Adolphus Frederick II Duke of Mecklenburg Strelitz The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Christine of France, Charles Emmanuel II Duke of Savoy has parent Christine of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Borrell II Count of Barcelona, Ramon Borrell Count of Barcelona has parent Borrell II Count of Barcelona The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Judith of Flanders, Baldwin II Margrave of Flanders has parent Judith of Flanders The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Leonor de Alvim, Beatriz Pereira de Alvim has parent Leonor de Alvim The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John VI of Vend me, Catherine of Vend me has parent John VI of Vend me The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Theresa of Savoy has child Charles Ferdinand Duke of Berry, Charles Ferdinand Duke of Berry has parent Maria Theresa of Savoy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Hedwig of Bavaria, Judith of Bavaria died 843 has parent Hedwig of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hedwig of Bavaria, Hemma has parent Hedwig of Bavaria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles Duke of Vend me has child Antoine of Navarre, Antoine of Navarre has parent Charles Duke of Vend me The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Amalia of Naples and Sicily has child Antoine Duke of Montpensier, Antoine Duke of Montpensier has parent Maria Amalia of Naples and Sicily The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Amalia of Naples and Sicily has child Ferdinand Philippe Duke of Orl ans, Ferdinand Philippe Duke of Orl ans has parent Maria Amalia of Naples and Sicily The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Fulk III Count of Anjou, Ermengarde of Anjou Duchess of Burgundy has parent Fulk III Count of Anjou The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth Christine of Brunswic Wolfenb ttel has child Maria Theresa, Maria Theresa has parent Elisabeth Christine of Brunswic Wolfenb ttel The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louise Henriette de Bourbon, Louis Philippe II Duke of Orl ans has parent Louise Henriette de Bourbon The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Count of Montijo, Eug nie de Montijo has parent Count of Montijo The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Richende De Bourges, Theobald I Count of Blois has parent Richende De Bourges The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
George II of Great Britain, Frederick Prince of Wales has parent George II of Great Britain The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Manuel I of Portugal, Isabella of Portugal has parent Manuel I of Portugal The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elizabeth of Bohemia 1292 1330 has child Bonne of Luxembourg, Bonne of Luxembourg has parent Elizabeth of Bohemia 1292 1330 The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Rozala of Italy has child Baldwin IV Count of Flanders, Baldwin IV Count of Flanders has parent Rozala of Italy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Lorenzo de Medici, Piero the Unfortunate has parent Lorenzo de Medici The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Simon I Duke of Lorraine, Matthias I Duke of Lorraine has parent Simon I Duke of Lorraine The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis XIV has child Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Louis XIV The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis XIV has child Fran oise Marie de Bourbon, Fran oise Marie de Bourbon has parent Louis XIV The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Simon I de Montfort, Bertrade of Montfort has parent Simon I de Montfort The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Matilda of Carinthia, Henry I Count of Champagne has parent Matilda of Carinthia The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maximilian I Holy Roman Emperor has child Philip I of Castile, Philip I of Castile has parent Maximilian I Holy Roman Emperor The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret of Savoy Countess of Saint Pol has child Marie of Luxembourg Countess of Vend me, Marie of Luxembourg Countess of Vend me has parent Margaret of Savoy Countess of Saint Pol The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Otto IV Count of Burgundy, Blanche of Burgundy has parent Otto IV Count of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Otto IV Count of Burgundy, Joan II Countess of Burgundy has parent Otto IV Count of Burgundy The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip III of France, Charles Count of Valois has parent Philip III of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip III of France has child Philip IV of France, Philip IV of France has parent Philip III of France The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adalard of Paris, Adelaide of Paris has parent Adalard of Paris The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Leopold III Duke of Austria, Ernest Duke of Austria has parent Leopold III Duke of Austria The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Countess Palatine Dorothea Sophie of Neuburg has child Elisabeth Farnese, Elisabeth Farnese has parent Countess Palatine Dorothea Sophie of Neuburg The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Edmund Tudor 1st Earl of Richmond, Henry VII of England has parent Edmund Tudor 1st Earl of Richmond The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
