Rule 28:
If parent ?a, then child ?b.
Louis IX of France has child Robert Count of Clermont, Robert Count of Clermont has parent Louis IX of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Sancho I of Portugal has child Afonso II of Portugal, Afonso II of Portugal has parent Sancho I of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Amadeus II Count of Savoy, Humbert II Count of Savoy has parent Amadeus II Count of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Princess Caroline Louise of Saxe Weimar Eisenach has child Duchess Helene of Mecklenburg Schwerin, Duchess Helene of Mecklenburg Schwerin has parent Princess Caroline Louise of Saxe Weimar Eisenach. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ermengarde of Auvergne, Theobald III Count of Blois has parent Ermengarde of Auvergne. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Yolanda Latin Empress has child Yolanda of Courtenay, Yolanda of Courtenay has parent Yolanda Latin Empress. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
 lffl d wife of Edward the Elder has child Eadgifu of Wessex, Eadgifu of Wessex has parent  lffl d wife of Edward the Elder. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elisabeth of Swabia, Alfonso X of Castile has parent Elisabeth of Swabia. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William III Duke of Aquitaine, Adelaide of Aquitaine has parent William III Duke of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William III Duke of Aquitaine, William IV Duke of Aquitaine has parent William III Duke of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick V Burgrave of Nuremberg, Elisabeth of Nuremberg has parent Frederick V Burgrave of Nuremberg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Infanta Luisa Fernanda Duchess of Montpensier has child Princess Marie Isabelle of Orl ans, Princess Marie Isabelle of Orl ans has parent Infanta Luisa Fernanda Duchess of Montpensier. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Margaret I Countess of Flanders, Yolanda Latin Empress has parent Margaret I Countess of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret I Countess of Flanders, Isabella of Hainault has parent Margaret I Countess of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Waldrada of Worms, Rudolph I of Burgundy has parent Waldrada of Worms. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Waldrada of Worms, Adelaide of Auxerre born c. 870 has parent Waldrada of Worms. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Blanche of Brittany, Margaret of Artois has parent Blanche of Brittany. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh IV Duke of Burgundy, Robert II Duke of Burgundy has parent Hugh IV Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh IV Duke of Burgundy has child Adelaide of Burgundy Duchess of Brabant, Adelaide of Burgundy Duchess of Brabant has parent Hugh IV Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Joan of Navarre Queen of England, Richard Count of  tampes has parent Joan of Navarre Queen of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Emmanuel Philibert Duke of Savoy has child Charles Emmanuel I Duke of Savoy, Charles Emmanuel I Duke of Savoy has parent Emmanuel Philibert Duke of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Dirk III Count of Holland, Floris I Count of Holland has parent Dirk III Count of Holland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Helena of Denmark, Otto I Duke of Brunswic L neburg has parent Helena of Denmark. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Beatriz of Portugal Duchess of Viseu has child Eleanor of Viseu, Eleanor of Viseu has parent Beatriz of Portugal Duchess of Viseu. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Mahaut Countess of Artois, Joan II Countess of Burgundy has parent Mahaut Countess of Artois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mahaut Countess of Artois, Blanche of Burgundy has parent Mahaut Countess of Artois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ranulf II of Aquitaine, Ebalus Duke of Aquitaine has parent Ranulf II of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan of Ponthieu Dame of Epernon, Catherine of Vend me has parent Joan of Ponthieu Dame of Epernon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Edward II of England has child Edward III of England, Edward III of England has parent Edward II of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Francesco I Sforza, Galeazzo Maria Sforza has parent Francesco I Sforza. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charlotte of Bourbon Queen of Cyprus has child Anne of Cyprus, Anne of Cyprus has parent Charlotte of Bourbon Queen of Cyprus. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
George Duke of Brunswic Calenberg, Ernest Augustus Elector of Hanover has parent George Duke of Brunswic Calenberg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adolf Duke of Holstei Gottorp, Anna of Holstei Gottorp has parent Adolf Duke of Holstei Gottorp. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Nicholas Francis Duke of Lorraine has child Charles V Duke of Lorraine, Charles V Duke of Lorraine has parent Nicholas Francis Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Anna Porphyrogenita, Yaroslav the Wise has parent Anna Porphyrogenita. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joan Fitzalan Countess of Hereford, Mary de Bohun has parent Joan Fitzalan Countess of Hereford. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Anna Victoria of Bavaria, Philip V of Spain has parent Maria Anna Victoria of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Anna Victoria of Bavaria, Louis Duke of Burgundy has parent Maria Anna Victoria of Bavaria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Piero di Cosimo de Medici, Lorenzo de Medici has parent Piero di Cosimo de Medici. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Otto V Duke of Brunswic L neburg, Henry the Middle Duke of Brunswic L neburg has parent Otto V Duke of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Valois Duchess of Berry, Charles Emmanuel I Duke of Savoy has parent Margaret of Valois Duchess of Berry. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Thomas Count of Savoy, Beatrice of Savoy has parent Thomas Count of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hildegarde of Burgundy, William IX Duke of Aquitaine has parent Hildegarde of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bianca Maria Visconti, Galeazzo Maria Sforza has parent Bianca Maria Visconti. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Philippe II Duke of Orl ans has child Louis Philippe I, Louis Philippe I has parent Louis Philippe II Duke of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Catherine of Valois has child Henry VI of England, Henry VI of England has parent Catherine of Valois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Eleonore of Austria Queen of Poland, Leopold Duke of Lorraine has parent Eleonore of Austria Queen of Poland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gertrude of S pplingenburg, Henry the Lion has parent Gertrude of S pplingenburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Contessina de Bardi, Piero di Cosimo de Medici has parent Contessina de Bardi. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret Countess of Vertus, Francis II Duke of Brittany has parent Margaret Countess of Vertus. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alan Stewart of Darnley, John Stewart 1st Earl of Lennox has parent Alan Stewart of Darnley. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ingelger, Fulk I Count of Anjou has parent Ingelger. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Emma of Italy has child Louis V of France, Louis V of France has parent Emma of Italy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Mar a de Molina, Ferdinand IV of Castile has parent Mar a de Molina. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joanna of Bourbon has child Charles VI of France, Charles VI of France has parent Joanna of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Joanna of Bourbon has child Louis I Duke of Orl ans, Louis I Duke of Orl ans has parent Joanna of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Philip IV of France, Isabella of France has parent Philip IV of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip IV of France, Philip V of France has parent Philip IV of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip IV of France, Louis X of France has parent Philip IV of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip IV of France, Charles IV of France has parent Philip IV of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Henry I Count of Champagne, Theobald III Count of Champagne has parent Henry I Count of Champagne. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ferdinand II of Aragon has child Joanna of Castile, Joanna of Castile has parent Ferdinand II of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Robert III of Scotland, James I of Scotland has parent Robert III of Scotland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Eleanor of Provence, Edward I of England has parent Eleanor of Provence. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ferdinand Karl Archduke of Austria Este, Maria Theresa of Austria Este Queen of Sardinia has parent Ferdinand Karl Archduke of Austria Este. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Paris has child Charles the Simple, Charles the Simple has parent Adelaide of Paris. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Walter I Lord of Avesnes, Nicholas d Oisy Lord of Avesnes has parent Walter I Lord of Avesnes. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Amadeus VIII Duke of Savoy, Louis Duke of Savoy has parent Amadeus VIII Duke of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Burgundy Duchess of Cleves has child Marie of Cleves Duchess of Orl ans, Marie of Cleves Duchess of Orl ans has parent Mary of Burgundy Duchess of Cleves. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Mary of Guelders, James III of Scotland has parent Mary of Guelders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Liudolf Duke of Saxony, Otto I Duke of Saxony has parent Liudolf Duke of Saxony. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Conrad II Duke of Transjurane Burgundy, Rudolph I of Burgundy has parent Conrad II Duke of Transjurane Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hemma, Charles the Fat has parent Hemma. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Lady Margaret Beaufort, Henry VII of England has parent Lady Margaret Beaufort. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Josepha of Austria has child Maria Amalia of Saxony, Maria Amalia of Saxony has parent Maria Josepha of Austria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Josepha of Austria has child Maria Josepha of Saxony Dauphine of France, Maria Josepha of Saxony Dauphine of France has parent Maria Josepha of Austria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Constance of Arles has child Henry I of France, Henry I of France has parent Constance of Arles. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Constance of Arles has child Robert I Duke of Burgundy, Robert I Duke of Burgundy has parent Constance of Arles. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
