Rule 9:
If parent ?b, then predecessor ?b.
Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Edward King of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso V of Portugal has predecessor Edward King of Portugal, Afonso V of Portugal has parent Edward King of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Taddea Visconti, Taddea Visconti has parent Beatrice Regina della Scala. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henrietta of England, Henrietta of England has parent Charles I of England. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Duke of Lorraine, Antoine Duke of Lorraine has parent Philippa of Guelders. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Beatrice d Este Duchess of Massa has predecessor Maria Teresa Cybo Malaspina Duchess of Massa, Maria Beatrice d Este Duchess of Massa has parent Maria Teresa Cybo Malaspina Duchess of Massa. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Marie of Brabant Queen of France, Marie of Brabant Queen of France has parent Adelaide of Burgundy Duchess of Brabant. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Otto William Count of Burgundy, Otto William Count of Burgundy has parent Gerberga of M con. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella Duchess of Lorraine, Isabella Duchess of Lorraine has parent Margaret of the Palatinate. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Gerberga of Saxony, Gerberga of Saxony has parent Matilda of Ringelheim. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Peter I Duke of Bourbon, Peter I Duke of Bourbon has parent Mary of Avesnes. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James I Count of La Marche, James I Count of La Marche has parent Mary of Avesnes. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo IV Duke of Burgundy, Odo IV Duke of Burgundy has parent Robert II Duke of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Amicie de Courtenay, Amicie de Courtenay has parent Peter of Courtenay Lord of Conches. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Reginar III Count of Hainaut, Reginar III Count of Hainaut has parent Reginar II Count of Hainaut. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip III of Navarre, Philip III of Navarre has parent Margaret of Artois. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hortense de Beauharnais, Hortense de Beauharnais has parent Empress Jos phine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert IV Count of Habsburg, Albert IV Count of Habsburg has parent Rudolf II Count of Habsburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Dirk III Count of Holland has predecessor Arnulf Count of Holland, Dirk III Count of Holland has parent Arnulf Count of Holland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Arthur II Duke of Brittany, Arthur II Duke of Brittany has parent Beatrice of England. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie of Brittany Countess of Saint Pol, Marie of Brittany Countess of Saint Pol has parent Beatrice of England. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald I of Navarre, Theobald I of Navarre has parent Theobald III Count of Champagne. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Francesco I de Medici Grand Duke of Tuscany has predecessor Cosimo I de Medici Grand Duke of Tuscany, Francesco I de Medici Grand Duke of Tuscany has parent Cosimo I de Medici Grand Duke of Tuscany. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Anne of Kiev, Anne of Kiev has parent Ingegerd Olofsdotter of Sweden. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Cosimo I de Medici Grand Duke of Tuscany, Cosimo I de Medici Grand Duke of Tuscany has parent Maria Salviati. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip of France 1116 1131, Philip of France 1116 1131 has parent Adelaide of Maurienne. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis VII of France, Louis VII of France has parent Adelaide of Maurienne. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Count of Angoul me, Charles Count of Angoul me has parent John Count of Angoul me. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Lorenzo de Medici Duke of Urbino, Lorenzo de Medici Duke of Urbino has parent Alfonsina Orsini. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John IV Duke of Brittany, John IV Duke of Brittany has parent Joanna of Flanders. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Arnulf I Count of Flanders, Arnulf I Count of Flanders has parent Baldwin II Margrave of Flanders. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louise of Savoy, Louise of Savoy has parent Margaret of Bourbon 1438 1483. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Th r se of France, Marie Th r se of France has parent Louis XVI. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XVII has predecessor Louis XVI, Louis XVII has parent Louis XVI. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Victor Amadeus II of Sardinia, Victor Amadeus II of Sardinia has parent Marie Jeanne Baptiste of Savoy Nemours. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Maria Theresa of Spain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elisabeth of Meissen, Elisabeth of Meissen has parent Matilda of Bavaria Margravine of Meissen. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
 lffl d wife of Edward the Elder,  lffl d wife of Edward the Elder has parent  thelhelm. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of Castile, Henry II of Castile has parent Alfonso XI of Castile. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary de Bohun, Mary de Bohun has parent Humphrey de Bohun 7th Earl of Hereford. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald III Count of Champagne, Theobald III Count of Champagne has parent Marie of France Countess of Champagne. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria Theresa of Spain, Maria Theresa of Spain has parent Elisabeth of France 1602 1644. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Countess Sophia Albertine of Erbach Erbach, Countess Sophia Albertine of Erbach Erbach has parent George Louis I Count of Erbach Erbach. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maximilian I Holy Roman Emperor, Maximilian I Holy Roman Emperor has parent Eleanor of Portugal Holy Roman Empress. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Napoleon III, Napoleon III has parent Louis Bonaparte. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John II of Portugal has predecessor Afonso V of Portugal, John II of Portugal has parent Afonso V of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ramon Berenguer IV Count of Provence, Ramon Berenguer IV Count of Provence has parent Garsenda Countess of Forcalquier. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rozala of Italy, Rozala of Italy has parent Willa of Tuscany. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Matthias I Duke of Lorraine, Matthias I Duke of Lorraine has parent Adelaide of Leuven. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Welf I Duke of Bavaria, Welf I Duke of Bavaria has parent Albert Azzo II Margrave of Milan. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Richard Duke of Burgundy, Richard Duke of Burgundy has parent Bivin of Gorze. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Theobald II Duke of Lorraine, Theobald II Duke of Lorraine has parent Frederick III Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles VIII of France, Charles VIII of France has parent Charlotte of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatrice of Portugal died 1381, Beatrice of Portugal died 1381 has parent In s de Castro. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie de Medici, Marie de Medici has parent Joanna of Austria Grand Duchess of Tuscany. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry II of England, Henry II of England has parent Empress Matilda. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Philip II of Spain has predecessor Charles V Holy Roman Emperor, Philip II of Spain has parent Charles V Holy Roman Emperor. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
John the Fearless has predecessor Philip the Bold, John the Fearless has parent Philip the Bold. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Afonso III of Portugal, Afonso III of Portugal has parent Afonso II of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Marie Countess of Ponthieu, Marie Countess of Ponthieu has parent William IV Count of Ponthieu. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatrice Regina della Scala, Beatrice Regina della Scala has parent Mastino II della Scala. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William X Duke of Aquitaine, William X Duke of Aquitaine has parent Philippa Countess of Toulouse. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Robert I Count of Dreux, Robert I Count of Dreux has parent Louis VI of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis VII of France has predecessor Louis VI of France, Louis VII of France has parent Louis VI of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Taddea Visconti, Taddea Visconti has parent Bernab  Visconti. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand II of Aragon has predecessor John II of Aragon, Ferdinand II of Aragon has parent John II of Aragon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Robert III of Scotland, Robert III of Scotland has parent Elizabeth Mure. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Otto William Count of Burgundy, Otto William Count of Burgundy has parent Adalbert of Italy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ingegerd Olofsdotter of Sweden, Ingegerd Olofsdotter of Sweden has parent Estrid of the Obotrites. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
A nor de Ch tellerault, A nor de Ch tellerault has parent Dangereuse de l Isle Bouchard. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John Count of Angoul me, John Count of Angoul me has parent Louis I Duke of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan of  vreux, Joan of  vreux has parent Louis Count of  vreux. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Rozala of Italy, Rozala of Italy has parent Berengar II of Italy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Clementia of Hungary, Clementia of Hungary has parent Clemence of Austria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fulk King of Jerusalem, Fulk King of Jerusalem has parent Bertrade of Montfort. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh IV Duke of Burgundy has predecessor Odo III Duke of Burgundy, Hugh IV Duke of Burgundy has parent Odo III Duke of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ernest I Duke of Brunswic L neburg, Ernest I Duke of Brunswic L neburg has parent Henry the Middle Duke of Brunswic L neburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ramon Berenguer III Count of Barcelona, Ramon Berenguer III Count of Barcelona has parent Ramon Berenguer II Count of Barcelona. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Aquitaine, Eleanor of Aquitaine has parent William X Duke of Aquitaine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo II Duke of Burgundy has predecessor Hugh II Duke of Burgundy, Odo II Duke of Burgundy has parent Hugh II Duke of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Margaret of Bourbon 1438 1483, Margaret of Bourbon 1438 1483 has parent Charles I Duke of Bourbon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Isabella of Bourbon, Isabella of Bourbon has parent Charles I Duke of Bourbon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Bavaria, Margaret of Bavaria has parent Margaret of Brieg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elizabeth of Austria 1436 1505, Elizabeth of Austria 1436 1505 has parent Albert II of Germany. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Countess Palatine Caroline of Zweibr cken, Countess Palatine Caroline of Zweibr cken has parent Christian III Count Palatine of Zweibr cken. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Nicholas Francis Duke of Lorraine, Nicholas Francis Duke of Lorraine has parent Christina of Salm. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermengarde of Hesbaye, Ermengarde of Hesbaye has parent Ingerman Count of Hesbaye. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charlotte of Mecklenburg Strelitz, Charlotte of Mecklenburg Strelitz has parent Duke Charles Louis Frederick of Mecklenburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Simon I de Montfort, Simon I de Montfort has parent Amaury I de Montfort. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John VIII Count of Vend me has predecessor Louis Count of Vend me, John VIII Count of Vend me has parent Louis Count of Vend me. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Louis XI, Louis XI has parent Charles VII of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
William the Younger Duke of Brunswic L neburg has predecessor Ernest I Duke of Brunswic L neburg, William the Younger Duke of Brunswic L neburg has parent Ernest I Duke of Brunswic L neburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Margaret of Brabant, Margaret of Brabant has parent Margaret of Flanders Duchess of Brabant. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Princess Marie Isabelle of Orl ans, Princess Marie Isabelle of Orl ans has parent Antoine Duke of Montpensier. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Stephen Count of Blois, Stephen Count of Blois has parent Theobald III Count of Blois. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Wilhelmine Amalie of Brunswick, Wilhelmine Amalie of Brunswick has parent John Frederick Duke of Brunswic Calenberg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret of Burgundy Queen of France, Margaret of Burgundy Queen of France has parent Agnes of France Duchess of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Joan the Lame, Joan the Lame has parent Agnes of France Duchess of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Victor Amadeus II of Sardinia, Victor Amadeus II of Sardinia has parent Charles Emmanuel II Duke of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IX Duke of Bavaria, Henry IX Duke of Bavaria has parent Judith of Flanders died 1095. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry Stuart Lord Darnley, Henry Stuart Lord Darnley has parent Matthew Stewart 4th Earl of Lennox. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maximilian I Holy Roman Emperor has predecessor Frederick III Holy Roman Emperor, Maximilian I Holy Roman Emperor has parent Frederick III Holy Roman Emperor. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Magnus II Duke of Brunswic L neburg, Magnus II Duke of Brunswic L neburg has parent Sophia of Brandenburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis XII has predecessor Charles Duke of Orl ans, Louis XII has parent Charles Duke of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Francis II Holy Roman Emperor, Francis II Holy Roman Emperor has parent Leopold II Holy Roman Emperor. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Vladimir the Great has predecessor Sviatoslav I, Vladimir the Great has parent Sviatoslav I. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Isabella of Valois Duchess of Bourbon, Isabella of Valois Duchess of Bourbon has parent Mahaut of Ch tillon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John I of France has predecessor Louis X of France, John I of France has parent Louis X of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Joan II of Navarre, Joan II of Navarre has parent Louis X of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfred the Great, Alfred the Great has parent  thelwulf King of Wessex. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles VII of France, Charles VII of France has parent Isabeau of Bavaria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Agnes of Merania, Agnes of Merania has parent Berthold Duke of Merania. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick II Duke of Lorraine, Frederick II Duke of Lorraine has parent Wierzchoslawa Ludmilla of Greater Poland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Napoleon II has predecessor Napoleon, Napoleon II has parent Napoleon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Lorenzo de Medici Duke of Urbino, Lorenzo de Medici Duke of Urbino has parent Piero the Unfortunate. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Maria of Aragon Queen of Portugal, Maria of Aragon Queen of Portugal has parent Isabella I of Castile. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Elisabeth of Nuremberg, Elisabeth of Nuremberg has parent Elisabeth of Meissen. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Godfrey III Count of Louvain, Godfrey III Count of Louvain has parent Godfrey II Count of Louvain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ernest Duke of Austria, Ernest Duke of Austria has parent Viridis Visconti. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Mary Queen of Scots has predecessor James V of Scotland, Mary Queen of Scots has parent James V of Scotland. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Philip the Good has predecessor John the Fearless, Philip the Good has parent John the Fearless. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Mary of Burgundy Duchess of Cleves, Mary of Burgundy Duchess of Cleves has parent John the Fearless. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Frederick III Holy Roman Emperor has predecessor Ernest Duke of Austria, Frederick III Holy Roman Emperor has parent Ernest Duke of Austria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Charles Duke of Orl ans, Charles Duke of Orl ans has parent Valentina Visconti Duchess of Orl ans. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Odo of France, Odo of France has parent Robert the Strong. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Alfonso VIII of Castile has predecessor Sancho III of Castile, Alfonso VIII of Castile has parent Sancho III of Castile. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ramon Berenguer I Count of Barcelona has predecessor Berenguer Ramon I Count of Barcelona, Ramon Berenguer I Count of Barcelona has parent Berenguer Ramon I Count of Barcelona. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Sancho III of Castile, Sancho III of Castile has parent Berengaria of Barcelona. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ramon Berenguer II Count of Barcelona, Ramon Berenguer II Count of Barcelona has parent Ramon Berenguer I Count of Barcelona. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatrice of Savoy, Beatrice of Savoy has parent Margaret of Geneva. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
James of Avesnes, James of Avesnes has parent Nicholas d Oisy Lord of Avesnes. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Simon I Duke of Lorraine has predecessor Theodoric II Duke of Lorraine, Simon I Duke of Lorraine has parent Theodoric II Duke of Lorraine. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Ferdinand Duke of Viseu, Ferdinand Duke of Viseu has parent Eleanor of Aragon Queen of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Eleanor of Portugal Holy Roman Empress, Eleanor of Portugal Holy Roman Empress has parent Eleanor of Aragon Queen of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Afonso V of Portugal, Afonso V of Portugal has parent Eleanor of Aragon Queen of Portugal. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Clementia of Hungary, Clementia of Hungary has parent Charles Martel of Anjou. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
John VII Duke of Mecklenburg Schwerin, John VII Duke of Mecklenburg Schwerin has parent Anna Sophia of Prussia. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Albert II Duke of Brunswic L neburg, Albert II Duke of Brunswic L neburg has parent Albert I Duke of Brunswic L neburg. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Benedicta Henrietta of the Palatinate, Benedicta Henrietta of the Palatinate has parent Edward Count Palatine of Simmern. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Duke Charles Louis Frederick of Mecklenburg, Duke Charles Louis Frederick of Mecklenburg has parent Adolphus Frederick II Duke of Mecklenburg Strelitz. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Emmanuel II Duke of Savoy, Charles Emmanuel II Duke of Savoy has parent Christine of France. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ramon Borrell Count of Barcelona, Ramon Borrell Count of Barcelona has parent Borrell II Count of Barcelona. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Baldwin II Margrave of Flanders, Baldwin II Margrave of Flanders has parent Judith of Flanders. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatriz Pereira de Alvim, Beatriz Pereira de Alvim has parent Leonor de Alvim. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Catherine of Vend me, Catherine of Vend me has parent John VI of Vend me. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Charles Ferdinand Duke of Berry, Charles Ferdinand Duke of Berry has parent Maria Theresa of Savoy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Judith of Bavaria died 843, Judith of Bavaria died 843 has parent Hedwig of Bavaria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hemma, Hemma has parent Hedwig of Bavaria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine of Navarre, Antoine of Navarre has parent Charles Duke of Vend me. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Antoine Duke of Montpensier, Antoine Duke of Montpensier has parent Maria Amalia of Naples and Sicily. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ferdinand Philippe Duke of Orl ans, Ferdinand Philippe Duke of Orl ans has parent Maria Amalia of Naples and Sicily. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Ermengarde of Anjou Duchess of Burgundy, Ermengarde of Anjou Duchess of Burgundy has parent Fulk III Count of Anjou. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
